summary,city,neighborhood,region,price,square_meters,bedrooms,bathrooms,images,num_images,image_data,property_type,r1r6.property,r1r6.kitchen,r1r6.bathroom,r1r6.interior,style.label,style.confidence,dining_room.hardwood_floor,dining_room.natural_light,dining_room.best_photo_idx,balcony.balcony,balcony.best_photo_idx,terrace.fence,terrace.best_photo_idx,outdoor_building.fence,outdoor_building.best_photo_idx,empty_room.hardwood_floor,empty_room.natural_light,empty_room.washer__dryer,empty_room.floor_ceiling_windows,empty_room.best_photo_idx,living_room.fireplace,living_room.hardwood_floor,living_room.tv,living_room.best_photo_idx,kitchen.dark_brown_cabinets,kitchen.low_ceiling,kitchen.natural_light,kitchen.stovetop,kitchen.tile_floor,kitchen.washer__dryer,kitchen.backsplash,kitchen.countertops,kitchen.oven,kitchen.microwave,kitchen.refrigerator,kitchen.best_photo_idx,room-bedroom.hardwood_floor,room-bedroom.natural_light,room-bedroom.tv,room-bedroom.best_photo_idx,office.hardwood_floor,office.natural_light,office.best_photo_idx,bathroom.combined_bath_shower,bathroom.mirror,bathroom.sink,bathroom.toilet,bathroom.vanity,bathroom.best_photo_idx,details,details.best_photo_idx,living-dining_room.natural_light,living-dining_room.tile_floor,living-dining_room.tv,living-dining_room.best_photo_idx,kitchen.brown_cabinets,kitchen.tile_wall,outdoor_building.built_in_garage,outdoor_building.awning,kitchen.concrete_floor,kitchen.radiator,empty_room.radiator,empty_room.tile_floor,pool.fence,pool.patio,pool.pool,pool.best_photo_idx,documents,documents.best_photo_idx,3D_floor_plan,3D_floor_plan.best_photo_idx,office.radiator,kitchen.range_hood,empty_room.concrete_floor,empty_room.vaulted_ceiling,bathroom.tile_floor,bathroom.tile_wall,laundry_room.natural_light,laundry_room.radiator,laundry_room.separate_washer__dryer,laundry_room.tile_floor,laundry_room.best_photo_idx,terrace.balcony,hall-corridor.tile_floor,hall-corridor.best_photo_idx,room-bedroom.tile_floor,living_room.aggregate_floor,living_room.natural_light,living_room.tile_floor,living_room.radiator,room-bedroom.radiator,kitchen.water_heater,kitchen.white_cabinets,hall-corridor.natural_light,bathroom.bath,bathroom.shower,laundry_room.washer__dryer,laundry_room.refrigerator,outdoor_building,terrace.bocce_ball,living-dining_room.aggregate_floor,living-dining_room.crown_molding,empty_room.aggregate_floor,empty_room.wood_wall,room-bedroom.carpet,room-bedroom.aggregate_floor,hall-corridor.aggregate_floor,hall-corridor.radiator,terrace.patio,garden.fence,garden.best_photo_idx,energy_certificate,energy_certificate.best_photo_idx,kitchen.hardwood_floor,bathroom.radiator,room-bedroom.crown_molding,laundry_room.water_heater,hall-corridor.carpet,storage_pantry,storage_pantry.best_photo_idx,reception-lobby,reception-lobby.best_photo_idx,bathroom.backsplash,bathroom.double_sink,parking,parking.best_photo_idx,bathroom.concrete_floor,terrace.awning,balcony,living-dining_room.hardwood_floor,living-dining_room.wall_mounted_ac,hall-corridor.hardwood_floor,dining_room.tv,kitchen.dishwasher,laundry_room.crown_molding,bathroom.natural_light,empty_room.wall_mounted_ac,hall-corridor,terrace,outdoor_house.fence,outdoor_house.lawn,outdoor_house.pool,outdoor_house.best_photo_idx,terrace.fireplace,hall-corridor.floor_ceiling_windows,dining_room.tile_floor,dining_room.washer__dryer,stairs.natural_light,stairs.best_photo_idx,office.tv,storage_pantry.refrigerator,garden.lawn,garden.pool,outdoor_house.awning,outdoor_house.gate,garden.awning,garden.patio,garden.water_view,pool.lawn,living_room.stone_wall,living_room.vaulted_ceiling,dining_room.radiator,stairs,gym.concrete_floor,gym.best_photo_idx,pool.gazebo,living-dining_room.fireplace,living_room.carpet,room-bedroom.concrete_floor,office.tile_floor,balcony.outdoor_bar,balcony.patio,kitchen.french_doors,dining_room.fireplace,laundry_room.stacked_washer__dryer,reception-lobby.fireplace,kitchen.stone_countertops,empty_room.carpet,empty_room.wood_ceiling,storage_pantry.radiator,stairs.brick_wall,hall-corridor.elevator,hall-corridor.concrete_ceiling,hall-corridor.water_heater,kitchen.parquet_floor,empty_room.crown_molding,balcony.deck,room-bedroom,2D_floor_plan,2D_floor_plan.best_photo_idx,living_room.brick_wall,living_room.wall_mounted_ac,clusters
Casa adosada en Bellavista,Bellavista,Les Franqueses del Vallès,les_franqueses_del_valles,399000,352,5,3,['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824257__000.jpg'],1,"{'r1r6': {'property': None, 'kitchen': None, 'bathroom': None, 'interior': None}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'balcony': {'unique_features': [{'label': 'balcony', 'details': []}], 'best_photo_idx': 0}}}",single_family,,,,,,,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Casa en calle Rioja,Bellavista,Les Franqueses del Vallès,les_franqueses_del_valles,399000,352,5,3,"['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824258__010.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824258__011.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824258__012.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824258__013.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824258__014.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824258__015.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824258__016.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824258__017.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824258__018.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824258__019.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824258__020.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824258__021.jpg']",12,"{'r1r6': {'property': 3.6, 'kitchen': 3.5, 'bathroom': 3.6, 'interior': 3.6}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'outdoor_building': {'unique_features': [{'label': 'awning', 'details': []}], 'best_photo_idx': None}, 'living-dining_room': {'unique_features': [{'label': 'natural_light', 'details': []}, {'label': 'tile_floor', 'details': ['light']}], 'best_photo_idx': 1}, 'kitchen': {'unique_features': [{'label': 'brown_cabinets', 'details': []}, {'label': 'countertops', 'details': ['dark']}, {'label': 'natural_light', 'details': []}, {'label': 'radiator', 'details': []}, {'label': 'range_hood', 'details': ['wall_chimney']}, {'label': 'tile_floor', 'details': ['light']}, {'label': 'backsplash', 'details': []}, {'label': 'microwave', 'details': ['built_in', 'stainless_steel']}, {'label': 'oven', 'details': []}, {'label': 'refrigerator', 'details': []}], 'best_photo_idx': 7}, 'empty_room': {'unique_features': [{'label': 'concrete_floor', 'details': ['light']}, {'label': 'natural_light', 'details': []}, {'label': 'vaulted_ceiling', 'details': []}], 'best_photo_idx': None}, 'bathroom': {'unique_features': [{'label': 'mirror', 'details': []}, {'label': 'sink', 'details': []}, {'label': 'tile_floor', 'details': ['light']}, {'label': 'tile_wall', 'details': []}, {'label': 'toilet', 'details': []}], 'best_photo_idx': 4}, 'laundry_room': {'unique_features': [{'label': 'natural_light', 'details': []}, {'label': 'radiator', 'details': []}, {'label': 'separate_washer__dryer', 'details': []}, {'label': 'tile_floor', 'details': ['light']}], 'best_photo_idx': None}, 'terrace': {'unique_features': [{'label': 'balcony', 'details': []}], 'best_photo_idx': 6}, 'hall-corridor': {'unique_features': [{'label': 'tile_floor', 'details': ['light']}], 'best_photo_idx': None}, 'room-bedroom': {'unique_features': [{'label': 'tile_floor', 'details': ['light']}], 'best_photo_idx': 11}}}",single_family,3.6,3.5,3.6,3.6,,,,,,,,,6,,,,[],,,,,,,,,,[],,['light'],,[],['dark'],[],"['built_in', 'stainless_steel']",[],7,,,,11,,,,,[],[],[],,4,,,[],['light'],,1,[],,,[],,[],,,,,,,,,,,,['wall_chimney'],['light'],[],['light'],[],[],[],[],['light'],,[],['light'],,['light'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Piso en Corró d'Avall,Corró d'Avall,Les Franqueses del Vallès,les_franqueses_del_valles,200000,91,3,1,"['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824259__010.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824259__018.jpg']",2,"{'r1r6': {'property': 3.4, 'kitchen': None, 'bathroom': None, 'interior': 3.4}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'office': {'unique_features': [{'label': 'hardwood_floor', 'details': ['light']}, {'label': 'natural_light', 'details': []}, {'label': 'radiator', 'details': []}], 'best_photo_idx': 0}, 'outdoor_building': {'unique_features': [{'label': 'fence', 'details': []}], 'best_photo_idx': None}}}",condo_apartment,3.4,,,3.4,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,['light'],[],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Piso en calle Mas Colomer, nº 15",Corró d'Avall,Les Franqueses del Vallès,les_franqueses_del_valles,225000,72,3,2,['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824260__000.jpg'],1,"{'r1r6': {'property': None, 'kitchen': None, 'bathroom': None, 'interior': None}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'documents': {'unique_features': [], 'best_photo_idx': None}}}",condo_apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Piso en Corró D´Amunt,Corró d'Amunt,Les Franqueses del Vallès,les_franqueses_del_valles,245000,80,3,2,['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824262__000.jpg'],1,"{'r1r6': {'property': None, 'kitchen': None, 'bathroom': None, 'interior': None}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'3D_floor_plan': {'unique_features': [], 'best_photo_idx': None}}}",condo_apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Piso en Bellavista,Bellavista,Les Franqueses del Vallès,les_franqueses_del_valles,129900,86,4,1,['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824263__008.jpg'],1,"{'r1r6': {'property': None, 'kitchen': None, 'bathroom': None, 'interior': None}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'balcony': {'unique_features': [], 'best_photo_idx': 0}}}",condo_apartment,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Piso en calle Illes Medes,Corró d'Avall,Les Franqueses del Vallès,les_franqueses_del_valles,101700,92,3,1,"['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824264__000.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824264__001.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824264__002.jpg']",3,"{'r1r6': {'property': None, 'kitchen': None, 'bathroom': None, 'interior': None}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'outdoor_building': {'unique_features': [{'label': 'fence', 'details': []}], 'best_photo_idx': None}}}",condo_apartment,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Piso en Carrer de Pau Casals, nº 17",Corró d'Avall,Les Franqueses del Vallès,les_franqueses_del_valles,128100,65,2,1,"['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__000.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__001.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__002.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__003.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__004.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__005.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__006.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__007.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__008.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__009.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__010.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__011.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824265__012.jpg']",13,"{'r1r6': {'property': 4.1, 'kitchen': 4.0, 'bathroom': 3.5, 'interior': 4.8}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'outdoor_building': {'unique_features': [{'label': 'fence', 'details': []}], 'best_photo_idx': None}, 'empty_room': {'unique_features': [{'label': 'wall_mounted_ac', 'details': []}, {'label': 'radiator', 'details': []}, {'label': 'concrete_floor', 'details': ['dark']}, {'label': 'hardwood_floor', 'details': ['dark']}], 'best_photo_idx': None}, 'hall-corridor': {'unique_features': [], 'best_photo_idx': None}, 'room-bedroom': {'unique_features': [{'label': 'radiator', 'details': []}, {'label': 'hardwood_floor', 'details': ['dark']}], 'best_photo_idx': 9}, 'kitchen': {'unique_features': [{'label': 'backsplash', 'details': []}, {'label': 'countertops', 'details': ['dark']}, {'label': 'oven', 'details': ['stainless_steel']}, {'label': 'range_hood', 'details': ['wall_chimney']}, {'label': 'white_cabinets', 'details': []}], 'best_photo_idx': 10}, 'bathroom': {'unique_features': [{'label': 'shower', 'details': ['shower_door', 'tile_shower']}, {'label': 'tile_wall', 'details': []}, {'label': 'toilet', 'details': []}, {'label': 'mirror', 'details': []}, {'label': 'sink', 'details': []}], 'best_photo_idx': 12}}}",condo_apartment,4.1,4.0,3.5,4.8,,,,,,,,,,[],,['dark'],,,,,,,,,,,,,,,[],['dark'],['stainless_steel'],,,10,['dark'],,,9,,,,,[],[],[],,12,,,,,,,,,,,,,[],,,,,,,,,,,['wall_chimney'],['dark'],,,[],,,,,,,,,,,,,,[],,[],,,"['shower_door', 'tile_shower']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"Piso en calle Mas Colomer, nº 15",Corró d'Avall,Les Franqueses del Vallès,les_franqueses_del_valles,206000,85,3,2,['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824266__004.jpg'],1,"{'r1r6': {'property': None, 'kitchen': None, 'bathroom': None, 'interior': None}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'documents': {'unique_features': [], 'best_photo_idx': None}}}",condo_apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Loft en calle Catlunya,Llerona,Les Franqueses del Vallès,les_franqueses_del_valles,155000,87,1,1,['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824267__009.jpg'],1,"{'r1r6': {'property': 3.3, 'kitchen': None, 'bathroom': None, 'interior': 3.3}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'living_room': {'unique_features': [{'label': 'natural_light', 'details': []}, {'label': 'stone_wall', 'details': []}, {'label': 'tv', 'details': []}], 'best_photo_idx': 0}}}",condo_apartment,3.3,,,3.3,,,,,,,,,,,,,,,,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Piso en Franqueses del Vallès (Les),Bellavista,Les Franqueses del Vallès,les_franqueses_del_valles,92500,65,3,1,"['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824268__000.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824268__001.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824268__002.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824268__003.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824268__004.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824268__005.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824268__006.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824268__007.jpg']",8,"{'r1r6': {'property': 5.3, 'kitchen': 5.3, 'bathroom': 5.5, 'interior': 5.1}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'outdoor_building': {'unique_features': [], 'best_photo_idx': None}, 'empty_room': {'unique_features': [{'label': 'natural_light', 'details': []}, {'label': 'radiator', 'details': []}, {'label': 'tile_floor', 'details': ['light']}, {'label': 'tile_floor', 'details': []}], 'best_photo_idx': None}, 'room-bedroom': {'unique_features': [{'label': 'tile_floor', 'details': ['light']}], 'best_photo_idx': 2}, 'kitchen': {'unique_features': [{'label': 'backsplash', 'details': []}, {'label': 'countertops', 'details': ['dark']}, {'label': 'natural_light', 'details': []}, {'label': 'tile_floor', 'details': ['light']}, {'label': 'tile_wall', 'details': []}], 'best_photo_idx': 5}, 'bathroom': {'unique_features': [{'label': 'mirror', 'details': []}, {'label': 'sink', 'details': []}, {'label': 'tile_floor', 'details': ['light']}, {'label': 'tile_wall', 'details': []}, {'label': 'toilet', 'details': []}], 'best_photo_idx': 6}, 'terrace': {'unique_features': [{'label': 'bocce_ball', 'details': []}, {'label': 'fence', 'details': []}], 'best_photo_idx': 7}}}",condo_apartment,5.3,5.3,5.5,5.1,,,,,,,,[],7,,,,[],,,,,,,,,,[],,['light'],,[],['dark'],,,,5,,,,2,,,,,[],[],[],,6,,,,,,,,[],,,,,[],[],,,,,,,,,,,,,['light'],[],,,,,,,,,['light'],,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"Apartamento en Carrer de l'Onze de Setembre, 35",Corró d'Avall,Les Franqueses del Vallès,les_franqueses_del_valles,218000,106,4,2,"['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__000.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__001.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__002.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__003.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__004.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__005.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__006.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__007.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__008.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__009.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__010.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__011.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__012.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__013.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__014.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__015.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__016.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__017.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__018.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__019.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__020.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__021.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__022.jpg', 'https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824269__023.jpg']",24,"{'r1r6': {'property': 3.5, 'kitchen': 3.8, 'bathroom': 3.2, 'interior': 3.5}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'outdoor_building': {'unique_features': [{'label': 'fence', 'details': []}], 'best_photo_idx': None}, 'reception-lobby': {'unique_features': [], 'best_photo_idx': None}, 'details': {'unique_features': [], 'best_photo_idx': None}, 'living-dining_room': {'unique_features': [{'label': 'aggregate_floor', 'details': ['light']}, {'label': 'fireplace', 'details': []}, {'label': 'tv', 'details': []}, {'label': 'natural_light', 'details': []}, {'label': 'tile_floor', 'details': []}], 'best_photo_idx': 5}, 'living_room': {'unique_features': [{'label': 'carpet', 'details': ['light']}], 'best_photo_idx': 6}, 'room-bedroom': {'unique_features': [{'label': 'carpet', 'details': ['dark']}, {'label': 'concrete_floor', 'details': ['light']}], 'best_photo_idx': 9}, 'bathroom': {'unique_features': [{'label': 'bath', 'details': []}, {'label': 'mirror', 'details': []}, {'label': 'natural_light', 'details': []}, {'label': 'radiator', 'details': []}, {'label': 'sink', 'details': []}, {'label': 'tile_wall', 'details': []}, {'label': 'toilet', 'details': []}, {'label': 'tile_floor', 'details': ['dark']}, {'label': 'vanity', 'details': []}, {'label': 'shower', 'details': []}], 'best_photo_idx': 10}, 'office': {'unique_features': [{'label': 'natural_light', 'details': []}, {'label': 'tile_floor', 'details': ['light']}, {'label': 'tv', 'details': []}], 'best_photo_idx': 12}, 'balcony': {'unique_features': [{'label': 'balcony', 'details': []}, {'label': 'outdoor_bar', 'details': []}, {'label': 'patio', 'details': []}], 'best_photo_idx': 13}, 'kitchen': {'unique_features': [{'label': 'backsplash', 'details': []}, {'label': 'countertops', 'details': ['dark']}, {'label': 'dishwasher', 'details': ['white']}, {'label': 'white_cabinets', 'details': []}, {'label': 'french_doors', 'details': []}, {'label': 'oven', 'details': ['stainless_steel']}, {'label': 'refrigerator', 'details': ['white']}, {'label': 'stovetop', 'details': ['electric']}, {'label': 'tile_floor', 'details': ['light']}], 'best_photo_idx': 16}, 'garden': {'unique_features': [{'label': 'lawn', 'details': []}], 'best_photo_idx': 23}}}",condo_apartment,3.5,3.8,3.2,3.5,,,,,,[],13,,,[],,,,,,,,,,6,,,,['electric'],['light'],,[],['dark'],['stainless_steel'],,['white'],16,,,,9,,[],12,,[],[],[],[],10,[],,[],[],[],5,,,,,,,,,,,,,,,,,,,,,['dark'],[],,,,,,,,,,,,,,,,[],,[],[],,,,,['light'],,,,['dark'],,,,,,23,,,,[],,,,,,[],,,,,,,,,,,,,['white'],,[],,,,,,,,,,,,,,[],,[],,,,,,,,,,,,,,,[],['light'],['light'],['light'],[],[],[],,,,,,,,,,,,,,,,,,,,1
Casa en Carrer de la Rioja,Corró d'Amunt,Les Franqueses del Vallès,les_franqueses_del_valles,399000,352,5,3,['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824270__006.jpg'],1,"{'r1r6': {'property': None, 'kitchen': None, 'bathroom': None, 'interior': None}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'terrace': {'unique_features': [{'label': 'balcony', 'details': []}], 'best_photo_idx': 0}}}",single_family,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Casa en Corró D´Amunt,Corró d'Amunt,Les Franqueses del Vallès,les_franqueses_del_valles,369000,202,4,2,['https://restb-hackathon.s3.amazonaws.com/real_estate_dataset/images/824271__026.jpg'],1,"{'r1r6': {'property': None, 'kitchen': None, 'bathroom': None, 'interior': None}, 'style': {'label': None, 'confidence': None}, 'features_by_room_type': {'bathroom': {'unique_features': [{'label': 'concrete_floor', 'details': ['light']}], 'best_photo_idx': None}}}",single_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['light'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
